date,static_carry_net
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,0.0
2008-01-01,0.0
2008-01-02,0.0
2008-01-03,0.0
2008-01-04,0.0
2008-01-07,0.0
2008-01-08,0.0
2008-01-09,0.0
2008-01-10,0.0
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,0.0
2008-01-21,0.0
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,0.0
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,0.0
2008-02-11,0.0
2008-02-12,0.0
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-18,0.0
2008-02-19,0.0
2008-02-20,0.0
2008-02-21,0.0
2008-02-22,0.0
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,0.0
2008-02-28,0.0
2008-02-29,0.0
2008-03-03,0.0
2008-03-04,0.0
2008-03-05,0.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,0.0
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,0.0
2008-03-21,0.0
2008-03-24,0.0
2008-03-25,0.0
2008-03-26,0.0
2008-03-27,0.0
2008-03-28,0.0
2008-03-31,0.0
2008-04-01,0.0
2008-04-02,0.0
2008-04-03,0.0
2008-04-04,0.0
2008-04-07,0.0
2008-04-08,0.0
2008-04-09,0.0
2008-04-10,0.0
2008-04-11,0.0
2008-04-14,0.0
2008-04-15,0.0
2008-04-16,0.0
2008-04-17,0.0
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,0.0
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,0.0
2008-04-30,0.0
2008-05-01,0.0
2008-05-02,0.0
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,0.0
2008-05-08,0.0
2008-05-09,0.0
2008-05-12,0.0
2008-05-13,0.0
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,0.0
2008-05-19,0.0
2008-05-20,0.0
2008-05-21,0.0
2008-05-22,0.0
2008-05-23,0.0
2008-05-26,0.0
2008-05-27,0.0
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,0.0
2008-06-02,0.0
2008-06-03,0.0
2008-06-04,0.0
2008-06-05,0.0
2008-06-06,0.0
2008-06-09,0.0
2008-06-10,0.0
2008-06-11,0.0
2008-06-12,0.0
2008-06-13,0.0
2008-06-16,0.0
2008-06-17,0.0
2008-06-18,0.0
2008-06-19,0.0
2008-06-20,0.0
2008-06-23,0.0
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,0.0
2008-07-01,0.0
2008-07-02,0.0
2008-07-03,0.0
2008-07-04,0.0
2008-07-07,0.0
2008-07-08,0.0
2008-07-09,0.0
2008-07-10,0.0
2008-07-11,0.0
2008-07-14,0.0
2008-07-15,0.0
2008-07-16,0.0
2008-07-17,0.0
2008-07-18,0.0
2008-07-21,0.0
2008-07-22,0.0
2008-07-23,0.0
2008-07-24,0.0
2008-07-25,0.0
2008-07-28,0.0
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,0.0
2008-08-05,0.0
2008-08-06,0.0
2008-08-07,0.0
2008-08-08,0.0
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,0.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,0.0
2008-08-19,0.0
2008-08-20,0.0
2008-08-21,0.0
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,0.0
2008-08-27,0.0
2008-08-28,0.0
2008-08-29,0.0
2008-09-01,0.0
2008-09-02,0.0
2008-09-03,0.0
2008-09-04,0.0
2008-09-05,0.0
2008-09-08,0.0
2008-09-09,0.0
2008-09-10,0.0
2008-09-11,0.0
2008-09-12,0.0
2008-09-15,0.0
2008-09-16,0.0
2008-09-17,0.0
2008-09-18,0.0
2008-09-19,0.0
2008-09-22,0.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-25,0.0
2008-09-26,0.0
2008-09-29,0.0
2008-09-30,-0.0020000000000000005
2008-10-01,-0.005004461537728492
2008-10-02,-0.0377953935486903
2008-10-03,-0.0017362162923350508
2008-10-06,-0.06771194792703088
2008-10-07,-0.027546652093341666
2008-10-08,0.0026225958338082357
2008-10-09,-0.03094672993008275
2008-10-10,0.007382377012528839
2008-10-13,0.03138767129163441
2008-10-14,-0.000978158052955243
2008-10-15,-0.036166717353126134
2008-10-16,0.008846662320267509
2008-10-17,-0.0017726240208208969
2008-10-20,-0.005018387428836358
2008-10-21,-0.017588794521199963
2008-10-22,-0.024686688641367985
2008-10-23,0.017629341864984164
2008-10-24,-0.0009344016420571899
2008-10-27,0.005927078226590063
2008-10-28,0.018955819024091505
2008-10-29,0.006564716322610066
2008-10-30,0.0011966406074004983
2008-10-31,-0.0036101968065393552
2008-11-03,-0.0032872140716072415
2008-11-04,0.009857937482382263
2008-11-05,-0.006939712774663697
2008-11-06,-0.010786997889201812
2008-11-07,0.003751750148506512
2008-11-10,-0.002065842994291879
2008-11-11,-0.005530345809463816
2008-11-12,-0.0038658533761075863
2008-11-13,0.009551082666221788
2008-11-14,-0.0009070814576713225
2008-11-17,-0.0031601851016461323
2008-11-18,-0.0025893456864652187
2008-11-19,-0.006259694652816277
2008-11-20,-0.003518972938804295
2008-11-21,0.003912218684874458
2008-11-24,0.012347557014112028
2008-11-25,0.003967494202372345
2008-11-26,-0.002210362931671102
2008-11-27,-0.0008452591278970409
2008-11-28,-0.004120117604428023
2008-12-01,-0.003804192058850986
2008-12-02,0.0027143225958865475
2008-12-03,-0.0021429900787924257
2008-12-04,-0.0007845164899947855
2008-12-05,-0.0014123779946984972
2008-12-08,0.002490096214218334
2008-12-09,-0.0033200159699905696
2008-12-10,0.001646802695535255
2008-12-11,0.006537761349016384
2008-12-12,-0.004678649098909571
2008-12-15,0.002219361729419016
2008-12-16,0.003919639272058164
2008-12-17,0.0025960700733586514
2008-12-18,-0.0035882444170765577
2008-12-19,-0.0024411172894214296
2008-12-22,-0.0009358648194423097
2008-12-23,4.139733035367996e-05
2008-12-24,0.0002744277892543142
2008-12-25,-0.00032629655526836043
2008-12-26,-3.57568890307833e-05
2008-12-29,-0.001317362283406127
2008-12-30,0.0013926921689663655
2008-12-31,-0.0006197779167379798
2009-01-01,-0.000450880223767448
2009-01-02,-0.0002988989773059215
2009-01-05,0.00045671831650328105
2009-01-06,0.0024223233159894955
2009-01-07,-0.009184179395524836
2009-01-08,-0.00103941283531301
2009-01-09,-0.002813452557911447
2009-01-12,-0.0048751449413727554
2009-01-13,-0.00047336572983108614
2009-01-14,-0.008501953093708511
2009-01-15,0.005174310436757687
2009-01-16,-0.0029716259059683523
2009-01-19,-0.0038281778636799677
2009-01-20,-0.0026987143373503834
2009-01-21,0.008905639473957868
2009-01-22,-0.005273741858154561
2009-01-23,-0.0015611144456954549
2009-01-26,0.004090591618816845
2009-01-27,-0.00371671467816418
2009-01-28,0.006325830991677945
2009-01-29,-0.008613224837163837
2009-01-30,-0.00898813435311366
2009-02-02,0.006218409854505954
2009-02-03,-0.00282108399425495
2009-02-04,-0.00412555319439377
2009-02-05,0.004935803773916755
2009-02-06,0.007826209016122717
2009-02-09,-0.00024983672477716957
2009-02-10,-0.013458970912417122
2009-02-11,0.0037308010444930427
2009-02-12,-0.004785287760945463
2009-02-13,-0.004353084974339666
2009-02-16,-0.0048671439101666495
2009-02-17,-0.007878585527934323
2009-02-18,0.00495606589848111
2009-02-19,0.0036922610831076797
2009-02-20,0.009581603435106983
2009-02-23,-0.004352168372842209
2009-02-24,0.0048689165379544085
2009-02-25,-0.005264679066532007
2009-02-26,0.0019461020533224245
2009-02-27,-0.0023163536394402505
2009-03-02,-0.008041489511210866
2009-03-03,0.002325320515950589
2009-03-04,0.006879134242032883
2009-03-05,-0.011969319755641984
2009-03-06,0.0052334845812592274
2009-03-09,-0.004932401094265079
2009-03-10,0.013886920665547305
2009-03-11,0.006993889662642458
2009-03-12,0.014123348539640668
2009-03-13,-0.0008611758812279363
2009-03-16,0.0022559987264919273
2009-03-17,0.0034574498698650567
2009-03-18,0.014369349187956728
2009-03-19,-0.01157986339727153
2009-03-20,0.0006996696855691772
2009-03-23,0.00044367161715476525
2009-03-24,-0.004940209404241633
2009-03-25,0.004348018550230772
2009-03-26,0.0009627968442979844
2009-03-27,-0.01392990578374061
2009-03-30,0.0003014373159426084
2009-03-31,0.0038133406534201046
2009-04-01,0.006562181421470138
2009-04-02,0.009915441477640282
2009-04-03,0.0028303567064807376
2009-04-06,-8.886083629736449e-05
2009-04-07,-0.004894004033630604
2009-04-08,0.0009819577148765387
2009-04-09,0.00440462274150812
2009-04-10,-0.00041786276852756165
2009-04-13,0.0006292859955304655
2009-04-14,-0.0026499790250757095
2009-04-15,-0.0002700128864599477
2009-04-16,0.00086398397107031
2009-04-17,-0.0033563726707084205
2009-04-20,-0.00860173740229011
2009-04-21,0.004951861057355008
2009-04-22,0.0015973005322852452
2009-04-23,0.0018167719763772937
2009-04-24,0.004690419209256263
2009-04-27,-0.010723646689110671
2009-04-28,0.005721927605722147
2009-04-29,0.004692901578151627
2009-04-30,-0.0021513775035032073
2009-05-01,0.005033747788605025
2009-05-04,0.012145289671195797
2009-05-05,-0.0046010737355225385
2009-05-06,0.0039949387219259565
2009-05-07,-0.00355388657465811
2009-05-08,0.010404431031550334
2009-05-11,-0.008507977092795467
2009-05-12,0.002317642201208511
2009-05-13,-0.007191290081000253
2009-05-14,0.004367779200372528
2009-05-15,-0.006861394097478658
2009-05-18,0.009996749663885795
2009-05-19,0.004856200571069065
2009-05-20,0.004966391967236291
2009-05-21,-0.0008580382596322839
2009-05-22,-0.0007655626112116669
2009-05-25,0.002471759708530361
2009-05-26,0.0008506923656036024
2009-05-27,-0.004394737391675159
2009-05-28,0.0033283615458979867
2009-05-29,0.007742564028952886
2009-06-01,0.0017566376066930204
2009-06-02,0.006277812538955442
2009-06-03,-0.012580293173995897
2009-06-04,0.004272770870697699
2009-06-05,-0.008110257853718165
2009-06-08,-0.0012016854997710642
2009-06-09,0.004868853319131849
2009-06-10,-0.0013378426339274829
2009-06-11,0.010648520766111393
2009-06-12,-0.003326859740718507
2009-06-15,-0.00634105905578234
2009-06-16,-0.002307654936435759
2009-06-17,0.0007338953876131531
2009-06-18,-0.001516890074407302
2009-06-19,0.001604315059483703
2009-06-22,-0.007864841472274932
2009-06-23,0.006860359981982673
2009-06-24,0.0011244588755567296
2009-06-25,0.0042178113077317265
2009-06-26,0.004100622144796161
2009-06-29,0.00022836682820358346
2009-06-30,0.0002788211082244424
2009-07-01,0.0037142532429438155
2009-07-02,-0.0034885698860920573
2009-07-03,-0.0017783130406974382
2009-07-06,0.002445518124273113
2009-07-07,-0.007067189057630075
2009-07-08,-0.000716914439154585
2009-07-09,0.0001478525683617656
2009-07-10,-0.0009903654378237861
2009-07-13,0.0010532255845399556
2009-07-14,0.0006887608546690207
2009-07-15,0.00152472744184127
2009-07-16,-0.0003405006344635616
2009-07-17,0.0008518437046756238
2009-07-20,0.009017743634501313
2009-07-21,1.554738223970932e-05
2009-07-22,0.003668803846974914
2009-07-23,-0.000515996341243091
2009-07-24,0.0036785245687855662
2009-07-27,0.0008173072444618571
2009-07-28,-0.0022311746923989674
2009-07-29,-0.003002873503025081
2009-07-30,0.0015808804953701034
2009-07-31,0.0029544011284823165
2009-08-03,0.008515697333662399
2009-08-04,-0.0015969113719269423
2009-08-05,-0.00024320808365897227
2009-08-06,-0.006331464144759205
2009-08-07,0.00556471342757726
2009-08-10,-0.0045549481083102155
2009-08-11,-0.005602974016042327
2009-08-12,0.0034544562708223804
2009-08-13,0.008158756761991508
2009-08-14,-0.004692813887662044
2009-08-17,-0.00826916821549047
2009-08-18,0.007074207092676077
2009-08-19,0.0007557771127851605
2009-08-20,0.0036978956099853666
2009-08-21,0.005382206455109764
2009-08-24,-0.0026787544200624664
2009-08-25,-0.0015286294934081465
2009-08-26,-0.005038277654087343
2009-08-27,0.002462108639214408
2009-08-28,-0.0009478617038999234
2009-08-31,-0.0018860821084662359
2009-09-01,-0.023931667637837727
2009-09-02,0.012273271346364197
2009-09-03,0.0074232761829003445
2009-09-04,0.010242061736915668
2009-09-07,0.00016323155701337714
2009-09-08,0.0014169525976818424
2009-09-09,-0.006585160386100342
2009-09-10,0.004669932675899961
2009-09-11,-0.0014878420863193831
2009-09-14,0.0031175523660380198
2009-09-15,0.0078038631942571835
2009-09-16,-0.0035501919280130053
2009-09-17,-0.006683280038361391
2009-09-18,-0.005416293348163871
2009-09-21,-0.011589715331487989
2009-09-22,0.009634114675616336
2009-09-23,-0.007332565381919115
2009-09-24,-0.006061820059891391
2009-09-25,0.0021043889517104635
2009-09-28,0.0006828727732789121
2009-09-29,-0.00024707783451493736
2009-09-30,0.0021837683315829785
2009-10-01,-0.020154303286446733
2009-10-02,0.007930778185222781
2009-10-05,0.008258879984846142
2009-10-06,0.0006756630605862103
2009-10-07,3.301993114569106e-05
2009-10-08,0.004563677458094134
2009-10-09,-0.0038370195067747082
2009-10-12,0.007473863612331145
2009-10-13,0.005926950734843184
2009-10-14,0.00626349617999516
2009-10-15,-0.0014471254314932173
2009-10-16,-0.004532132196116921
2009-10-19,0.007425641331400097
2009-10-20,-0.010588196571887712
2009-10-21,0.006387457934347662
2009-10-22,0.006304836784059559
2009-10-23,-0.013197270503742631
2009-10-26,-0.011827226435342548
2009-10-27,-0.0014132981683803677
2009-10-28,-0.010767857302043785
2009-10-29,0.018992339021036645
2009-10-30,-0.012718730014658355
2009-11-02,-0.004474677424454424
2009-11-03,0.005244155833395174
2009-11-04,0.003991567908153193
2009-11-05,0.0003134049691203332
2009-11-06,-0.005745689365309952
2009-11-09,0.003595027386247759
2009-11-10,-0.0001420059601292059
2009-11-11,0.0005108262353630625
2009-11-12,-0.0049745168306106835
2009-11-13,0.002930732685089393
2009-11-16,0.0014414045227797289
2009-11-17,-0.004703744037293847
2009-11-18,-0.0008923126593414644
2009-11-19,0.003271776666966897
2009-11-20,-0.004348838444934521
2009-11-23,0.0010326092074349209
2009-11-24,0.003202905836554833
2009-11-25,0.004070788046391154
2009-11-26,-0.01577016285023432
2009-11-27,0.007191905596679993
2009-11-30,-0.0011073281401553154
2009-12-01,0.005534924373555806
2009-12-02,0.0029480426494377676
2009-12-03,-0.0002702958162996583
2009-12-04,-0.0036763926752329174
2009-12-07,-0.0016854516022678367
2009-12-08,-0.007275692666823097
2009-12-09,-0.0026704868546487217
2009-12-10,-0.0013204911081511484
2009-12-11,-0.0001821670667873912
2009-12-14,0.004159149559621205
2009-12-15,-0.0019395580924593035
2009-12-16,-0.0009705958577647495
2009-12-17,-0.0040902266255584815
2009-12-18,6.081881291014465e-05
2009-12-21,-0.003060189135624839
2009-12-22,0.001189672532678359
2009-12-23,0.0033103175315731077
2009-12-24,0.0018007958133950024
2009-12-25,0.0009338368191939165
2009-12-28,-0.0027128443199137
2009-12-29,0.0019057195593036168
2009-12-30,0.0012726799908700695
2009-12-31,-0.0007366422549652681
2010-01-01,0.0010163619408727208
2010-01-04,0.004205709769081814
2010-01-05,-0.004327876285201764
2010-01-06,-0.0011133918025904147
2010-01-07,-0.011570744581101553
2010-01-08,0.010280246284925337
2010-01-11,-0.003621219563782679
2010-01-12,-0.0039269772839353005
2010-01-13,0.006514963985960592
2010-01-14,-0.0019303953561376186
2010-01-15,-0.004886830130496906
2010-01-18,0.005779549154585877
2010-01-19,-0.0011828518859869238
2010-01-20,-0.009245067471787983
2010-01-21,-0.00932550413239218
2010-01-22,0.003883744453398299
2010-01-25,0.007104134870487844
2010-01-26,0.0012135198583855086
2010-01-27,-0.001392364703397073
2010-01-28,-0.004237218147698952
2010-01-29,-0.007322692954150256
2010-02-01,0.025944081452776747
2010-02-02,4.1696808448805874e-05
2010-02-03,-0.009220072571257138
2010-02-04,-0.01594895092599464
2010-02-05,-0.0008367537069973417
2010-02-08,0.001797301643152864
2010-02-09,0.012656858286621985
2010-02-10,-0.00959502574550706
2010-02-11,0.006366541807129511
2010-02-12,-0.006160341766374204
2010-02-15,-0.0017579961142768126
2010-02-16,0.007813226442155553
2010-02-17,-0.004595232778739097
2010-02-18,-0.0005166961432472945
2010-02-19,0.005232579950340439
2010-02-22,-0.005497891221120967
2010-02-23,-0.011218242705780508
2010-02-24,0.007940191642740787
2010-02-25,0.002440292326894542
2010-02-26,0.00016743350588574788
2010-03-01,0.00019591931912122399
2010-03-02,-0.00026410370816756654
2010-03-03,0.0023240153356051275
2010-03-04,-0.00433354920129112
2010-03-05,0.0033088454301968212
2010-03-08,-0.002673594582250658
2010-03-09,0.0033189049282618924
2010-03-10,0.001958306106027993
2010-03-11,0.0022303192831973776
2010-03-12,0.0019357329134073544
2010-03-15,-0.001690257011887032
2010-03-16,0.006917255689843125
2010-03-17,0.0008032188673999786
2010-03-18,-0.007463308330382872
2010-03-19,-0.006247833679433079
2010-03-22,0.006116103159474678
2010-03-23,-8.17856966129319e-06
2010-03-24,-0.011970624034263773
2010-03-25,-0.0050089059149848675
2010-03-26,0.005627448338505028
2010-03-29,0.003810098506178188
2010-03-30,-0.000865386831872594
2010-03-31,0.003918206485258666
2010-04-01,0.004055602109144644
2010-04-02,0.00033658687724603503
2010-04-05,0.0029759031746832846
2010-04-06,0.0027262286207260502
2010-04-07,-0.004722450826862615
2010-04-08,0.0018017116188594315
2010-04-09,0.0040093340929819735
2010-04-12,0.00021207640653307118
2010-04-13,-0.0019093461300481154
2010-04-14,0.004402065446304728
2010-04-15,0.00040099971214665087
2010-04-16,-0.005834448160506902
2010-04-19,-0.0021878517562241634
2010-04-20,0.002301250006627682
2010-04-21,0.0009558630347347185
2010-04-22,-0.0040484377301966065
2010-04-23,0.00376036061001186
2010-04-26,0.003413082414854335
2010-04-27,-0.015515576068273657
2010-04-28,0.0033744420652293116
2010-04-29,0.007823609828234974
2010-04-30,-0.0030843371138840124
2010-05-03,-0.0032553412259670204
2010-05-04,-0.02006098422800282
2010-05-05,-0.012025948129614158
2010-05-06,-0.024694643484423583
2010-05-07,0.010803129327360831
2010-05-10,0.027637469846320754
2010-05-11,-0.006889670557395337
2010-05-12,0.007550662872837864
2010-05-13,-0.0015817017019955004
2010-05-14,-0.008187168193417364
2010-05-17,-0.0009680439504618478
2010-05-18,-0.0074559350721069536
2010-05-19,-0.004678211615926458
2010-05-20,-0.014519483617461812
2010-05-21,0.005828349390161171
2010-05-24,-0.003948720203181935
2010-05-25,-0.0001901785455091082
2010-05-26,-0.002413284194260198
2010-05-27,0.01581854589972967
2010-05-28,-0.0052810803737767895
2010-05-31,0.001763707337290562
2010-06-01,-0.004900064472757369
2010-06-02,0.009130711346074715
2010-06-03,-0.004125377336765721
2010-06-04,-0.012148150734247994
2010-06-07,-0.0015438043932069197
2010-06-08,0.00725204386076698
2010-06-09,-0.0017141437286167939
2010-06-10,0.015454687366935395
2010-06-11,7.973514321953993e-05
2010-06-14,0.0011509344359571354
2010-06-15,0.00800280743124027
2010-06-16,-0.0027718502486998474
2010-06-17,0.0022193433338948665
2010-06-18,0.004850998872554339
2010-06-21,-0.008926404499558817
2010-06-22,-0.003322918893321473
2010-06-23,0.0016111133653761908
2010-06-24,-0.004736008620020073
2010-06-25,0.0027878830297498906
2010-06-28,-0.002215117836658973
2010-06-29,-0.008022878746322255
2010-06-30,0.00011829373583894558
2010-07-01,0.002851702925854201
2010-07-02,0.0010689632781896686
2010-07-05,0.0007962199437854077
2010-07-06,0.003731939715619549
2010-07-07,0.0047310312724374234
2010-07-08,0.0022618579462726574
2010-07-09,-0.002865822998690448
2010-07-12,-0.002139605464760412
2010-07-13,0.007000882854689066
2010-07-14,-0.00010533294621684205
2010-07-15,0.002643670086140563
2010-07-16,-0.008686639973831421
2010-07-19,0.0001666284487173067
2010-07-20,0.004232772780950728
2010-07-21,-0.004639653893229325
2010-07-22,0.007574575926777402
2010-07-23,0.0015432428563271561
2010-07-26,0.005415852743678084
2010-07-27,0.0010499364550364972
2010-07-28,-0.0008156785192695564
2010-07-29,0.0008821797660367251
2010-07-30,0.001654794917282918
2010-08-02,0.004578421147979924
2010-08-03,-0.0002730074695864892
2010-08-04,0.0009642577997862668
2010-08-05,-0.002063034366421737
2010-08-06,-0.0006229015269446289
2010-08-09,0.0017031106757339199
2010-08-10,-0.0014071193998862787
2010-08-11,-0.013551851926706856
2010-08-12,0.0009632961071461579
2010-08-13,7.458868308922853e-05
2010-08-16,0.006479702103751944
2010-08-17,0.0003346105036898591
2010-08-18,-0.0017955720672515254
2010-08-19,-0.00357902732477491
2010-08-20,-0.00456650096148118
2010-08-23,-0.008752824994217933
2010-08-24,-0.0011905615263074188
2010-08-25,0.0028871818745867324
2010-08-26,-0.0003201597733085867
2010-08-27,0.0037723215265266594
2010-08-30,-0.008727386946079422
2010-08-31,-0.0019149209853641898
2010-09-01,0.00713739877106601
2010-09-02,0.004189696778443337
2010-09-03,0.0036515420865205982
2010-09-06,-0.0019290164260218493
2010-09-07,-0.007394765349758789
2010-09-08,0.0019759300270298344
2010-09-09,-0.001232483783172577
2010-09-10,0.0007175278439364184
2010-09-13,0.007094803178002275
2010-09-14,0.0014352077058901829
2010-09-15,-0.001985720213628573
2010-09-16,-0.00020215811462781836
2010-09-17,-0.0007154358233251661
2010-09-20,-0.001394766738305067
2010-09-21,0.0064370510340025075
2010-09-22,0.0004815316876915853
2010-09-23,-0.0049497326587294175
2010-09-24,0.008603385754584119
2010-09-27,-0.0022279648632315906
2010-09-28,0.005459153406700563
2010-09-29,-0.0003399242920811917
2010-09-30,-6.618456973914021e-05
2010-10-01,0.0030974856010113332
2010-10-04,-0.005917289783409808
2010-10-05,0.012590603929544558
2010-10-06,-0.002419154289700808
2010-10-07,-0.004180855388579226
